Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32,count_matches,count_diff,count
2,whole milk,condensed milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
13,frankfurter,beef,hamburger meat,grapes,whole milk,whipped/sour cream,mayonnaise,frozen vegetables,coffee,soda,misc. beverages,long life bakery product,hygiene articles,,,,,,,,,,,,,,,,,,,,True,0,13
11,pork,citrus fruit,root vegetables,whole milk,dessert,yogurt,frozen fish,margarine,pickled vegetables,chocolate,candy,,,,,,,,,,,,,,,,,,,,,,True,0,11
4,tropical fruit,whole milk,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,curd,chewing gum,specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,other vegetables,sliced cheese,hard cheese,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
18,sausage,pork,beef,tropical fruit,root vegetables,onions,other vegetables,uht-milk,sliced cheese,mustard,ketchup,bottled water,soda,waffles,chocolate marshmallow,bathroom cleaner,napkins,newspapers,,,,,,,,,,,,,,,True,0,18
5,yogurt,frozen meals,long life bakery product,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
9,sausage,pip fruit,other vegetables,whole milk,hard cheese,rolls/buns,canned vegetables,candy,napkins,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
8,citrus fruit,tropical fruit,uht-milk,bottled water,soda,misc. beverages,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
3,whole milk,frozen meals,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,other vegetables,frozen vegetables,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,frankfurter,curd,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,meat,chicken,beef,whole milk,whipped/sour cream,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,cat food,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,dog food,bottled water,liquor,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,pork,citrus fruit,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,yogurt,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
12,chicken,beef,other vegetables,whole milk,uht-milk,frozen vegetables,pasta,vinegar,baking powder,detergent,cleaner,house keeping products,,,,,,,,,,,,,,,,,,,,,True,0,12
2,butter milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,coffee,soda,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,frozen meals,ice cream,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
8,sausage,citrus fruit,root vegetables,onions,curd,yogurt,whipped/sour cream,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
2,white bread,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,pip fruit,uht-milk,semi-finished bread,margarine,bottled water,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
1,prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
8,citrus fruit,whole milk,yogurt,processed cheese,frozen vegetables,rolls/buns,margarine,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
4,pork,root vegetables,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,other vegetables,uht-milk,sugar,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,other vegetables,spread cheese,brown bread,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,meat,yogurt,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,whole milk,soft cheese,rolls/buns,prosecco,napkins,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
4,tropical fruit,white bread,spices,instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
10,tropical fruit,yogurt,beverages,hard cheese,frozen meals,rolls/buns,tea,bottled water,light bulbs,shopping bags,,,,,,,,,,,,,,,,,,,,,,,True,0,10
2,tropical fruit,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,sausage,pork,tropical fruit,other vegetables,butter milk,uht-milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
4,coffee,bottled water,canned beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,pastry,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,frozen dessert,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
14,meat,turkey,hamburger meat,citrus fruit,root vegetables,herbs,other vegetables,whole milk,curd,yogurt,rolls/buns,pastry,rice,baking powder,,,,,,,,,,,,,,,,,,,True,0,14
5,citrus fruit,whole milk,yogurt,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,whole milk,baking powder,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
10,chicken,grapes,whole milk,yogurt,rolls/buns,bottled water,fruit/vegetable juice,bottled beer,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,True,0,10
6,tropical fruit,whole milk,cream cheese,processed cheese,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,citrus fruit,curd,sliced cheese,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,pip fruit,whole milk,rolls/buns,sugar,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,pork,whole milk,whipped/sour cream,bottled beer,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
11,citrus fruit,tropical fruit,pip fruit,onions,other vegetables,whole milk,yogurt,frozen fish,long life bakery product,newspapers,potted plants,,,,,,,,,,,,,,,,,,,,,,True,0,11
3,margarine,candles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,chicken,root vegetables,uht-milk,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
9,meat,root vegetables,onions,herbs,other vegetables,whole milk,flour,soda,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
4,root vegetables,other vegetables,whole milk,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,ham,grapes,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,whipped/sour cream,rolls/buns,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,cream cheese,zwieback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,citrus fruit,root vegetables,butter milk,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,pip fruit,other vegetables,whole milk,domestic eggs,pastry,pasta,soups,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
6,beef,root vegetables,other vegetables,whipped/sour cream,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,yogurt,cream cheese,pastry,canned fish,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,domestic eggs,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
15,sausage,chicken,beef,citrus fruit,tropical fruit,root vegetables,onions,herbs,other vegetables,whole milk,butter,curd,yogurt,frozen meals,domestic eggs,,,,,,,,,,,,,,,,,,True,0,15
3,bottled water,bottled beer,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
12,tropical fruit,dessert,yogurt,uht-milk,domestic eggs,rolls/buns,brown bread,canned vegetables,meat spreads,cake bar,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,,True,0,12
7,frankfurter,meat,pork,grapes,root vegetables,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
5,tropical fruit,whole milk,white bread,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
6,pork,whole milk,cream cheese,frozen fish,brown bread,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
4,chicken,tropical fruit,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,chicken,pork,tropical fruit,curd cheese,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,rolls/buns,canned fish,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,semi-finished bread,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
11,sausage,beef,citrus fruit,yogurt,brown bread,margarine,soda,long life bakery product,hygiene articles,napkins,potted plants,,,,,,,,,,,,,,,,,,,,,,True,0,11
5,sausage,tropical fruit,condensed milk,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
9,frankfurter,sausage,meat,turkey,other vegetables,whipped/sour cream,brown bread,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
8,turkey,citrus fruit,pip fruit,herbs,butter,frozen vegetables,brown bread,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
6,beef,citrus fruit,whole milk,yogurt,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
9,berries,other vegetables,whole milk,yogurt,whipped/sour cream,frozen vegetables,margarine,newspapers,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,True,0,9
8,meat,root vegetables,other vegetables,whole milk,brown bread,pastry,artif. sweetener,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
5,pip fruit,sliced cheese,rolls/buns,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,grapes,berries,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,sausage,grapes,whole milk,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,chicken,citrus fruit,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
7,sausage,citrus fruit,grapes,curd,rolls/buns,brown bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
5,liver loaf,tropical fruit,yogurt,ice cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,root vegetables,sugar,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,pork,other vegetables,sliced cheese,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,tropical fruit,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
1,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
7,sausage,meat,grapes,root vegetables,other vegetables,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
10,hamburger meat,white bread,pasta,specialty vegetables,bottled water,soda,snack products,waffles,cake bar,candy,,,,,,,,,,,,,,,,,,,,,,,True,0,10
10,frankfurter,grapes,yogurt,cream cheese,frozen potato products,rolls/buns,meat spreads,bottled water,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,,,True,0,10
4,whole milk,rolls/buns,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,pip fruit,semi-finished bread,soups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,whole milk,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
12,beef,citrus fruit,root vegetables,other vegetables,dessert,whipped/sour cream,oil,fruit/vegetable juice,napkins,cling film/bags,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,True,0,12
3,sausage,frozen vegetables,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
9,pork,berries,whole milk,frozen meals,white bread,brown bread,margarine,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
13,sausage,root vegetables,other vegetables,sliced cheese,hard cheese,semi-finished bread,oil,baking powder,canned vegetables,pet care,chocolate,napkins,newspapers,,,,,,,,,,,,,,,,,,,,True,0,13
2,yogurt,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,meat,tropical fruit,vinegar,spices,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
9,sausage,onions,rolls/buns,soda,brandy,white wine,chewing gum,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
9,liver loaf,pork,other vegetables,whole milk,rolls/buns,coffee,soda,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
4,other vegetables,butter,margarine,specialty fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
10,pork,citrus fruit,pip fruit,root vegetables,whole milk,frozen dessert,rolls/buns,oil,coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,,True,0,10
24,pork,beef,tropical fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,processed cheese,frozen vegetables,frozen dessert,rolls/buns,semi-finished bread,zwieback,margarine,sugar,instant food products,canned fish,bottled water,bottled beer,snack products,waffles,chocolate marshmallow,hygiene articles,,,,,,,,,True,0,24
2,beverages,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,beef,whole milk,pastry,semi-finished bread,specialty chocolate,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,berries,yogurt,cream cheese,rolls/buns,soda,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,frozen meals,frozen fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
10,tropical fruit,other vegetables,whole milk,yogurt,cream cheese,curd cheese,domestic eggs,sugar,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,,,,True,0,10
10,chicken,root vegetables,other vegetables,coffee,chewing gum,hygiene articles,napkins,cling film/bags,kitchen towels,light bulbs,,,,,,,,,,,,,,,,,,,,,,,True,0,10
5,whole milk,uht-milk,chocolate,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,butter,uht-milk,domestic eggs,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,pip fruit,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,frankfurter,sausage,root vegetables,rolls/buns,pickled vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
4,other vegetables,yogurt,whipped/sour cream,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,beef,root vegetables,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
11,turkey,citrus fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,butter,spices,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,True,0,11
4,processed cheese,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
12,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,processed cheese,domestic eggs,brown bread,roll products,cat food,bottled beer,house keeping products,,,,,,,,,,,,,,,,,,,,,True,0,12
4,sausage,rolls/buns,pastry,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,beef,root vegetables,rolls/buns,brown bread,pastry,oil,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
4,rolls/buns,soda,waffles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,hamburger meat,dessert,pickled vegetables,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
13,turkey,tropical fruit,grapes,root vegetables,other vegetables,butter,whipped/sour cream,beverages,processed cheese,oil,baking powder,pudding powder,long life bakery product,,,,,,,,,,,,,,,,,,,,True,0,13
11,frankfurter,sausage,pork,citrus fruit,other vegetables,whole milk,rolls/buns,oil,bottled water,specialty chocolate,flower (seeds),,,,,,,,,,,,,,,,,,,,,,True,0,11
5,berries,whole milk,flour,sugar,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
1,kitchen utensil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
5,chicken,pork,whole milk,whipped/sour cream,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
9,whole milk,butter,yogurt,brown bread,bottled water,soda,fruit/vegetable juice,long life bakery product,newspapers,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
3,brown bread,pastry,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
11,frankfurter,citrus fruit,whole milk,butter,yogurt,frozen vegetables,frozen meals,ice cream,rolls/buns,popcorn,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,True,0,11
6,frankfurter,whole milk,margarine,bottled water,soda,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
10,pip fruit,herbs,other vegetables,whole milk,curd,whipped/sour cream,rum,napkins,house keeping products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,True,0,10
10,sausage,organic sausage,chicken,berries,whole milk,butter,whipped/sour cream,soda,fruit/vegetable juice,chocolate,,,,,,,,,,,,,,,,,,,,,,,True,0,10
10,frankfurter,root vegetables,whole milk,butter,curd,domestic eggs,brown bread,flour,pickled vegetables,house keeping products,,,,,,,,,,,,,,,,,,,,,,,True,0,10
6,citrus fruit,whole milk,whipped/sour cream,domestic eggs,salt,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,tropical fruit,hard cheese,domestic eggs,soda,misc. beverages,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,chicken,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
11,ham,grapes,berries,hard cheese,processed cheese,snack products,long life bakery product,waffles,female sanitary products,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,,True,0,11
3,grapes,white wine,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
8,hamburger meat,herbs,other vegetables,butter,whipped/sour cream,soda,dish cleaner,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
3,beef,other vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,butter,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,sausage,frozen vegetables,domestic eggs,soda,fruit/vegetable juice,napkins,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
11,frankfurter,sausage,liver loaf,citrus fruit,pip fruit,onions,yogurt,domestic eggs,brown bread,oil,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,True,0,11
3,uht-milk,candy,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,sausage,tropical fruit,rolls/buns,soda,cling film/bags,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
4,rolls/buns,fruit/vegetable juice,specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,finished products,whole milk,rolls/buns,salty snack,cake bar,chocolate,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
17,sausage,beef,pip fruit,grapes,root vegetables,other vegetables,whole milk,curd,butter milk,yogurt,sliced cheese,cream cheese,specialty cheese,frozen meals,white bread,pastry,candy,,,,,,,,,,,,,,,,True,0,17
6,tropical fruit,whipped/sour cream,frozen vegetables,rolls/buns,salty snack,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
9,beef,grapes,whole milk,butter,curd,ice cream,cat food,bottled water,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
5,sausage,rolls/buns,chocolate,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,ham,tropical fruit,ice cream,semi-finished bread,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,grapes,root vegetables,other vegetables,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,beef,yogurt,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,canned fish,fruit/vegetable juice,make up remover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,whole milk,pastry,sugar,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
7,chicken,tropical fruit,other vegetables,whole milk,soft cheese,frozen vegetables,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
3,liver loaf,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
8,frankfurter,sausage,processed cheese,rolls/buns,pickled vegetables,bottled water,liquor,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
11,citrus fruit,tropical fruit,other vegetables,whole milk,butter,curd,yogurt,sliced cheese,spread cheese,rolls/buns,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,True,0,11
9,turkey,yogurt,rolls/buns,pastry,margarine,bottled water,soda,fruit/vegetable juice,canned beer,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
9,sausage,pip fruit,other vegetables,yogurt,hard cheese,domestic eggs,rolls/buns,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
5,beverages,pastry,soda,misc. beverages,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
6,mayonnaise,tidbits,rolls/buns,bottled water,soda,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
10,chicken,pork,beef,whole milk,curd,soft cheese,processed cheese,frozen potato products,rolls/buns,popcorn,,,,,,,,,,,,,,,,,,,,,,,True,0,10
2,canned beer,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
13,chicken,hamburger meat,other vegetables,butter,yogurt,rolls/buns,white bread,rice,fruit/vegetable juice,cake bar,chocolate,candy,shopping bags,,,,,,,,,,,,,,,,,,,,True,0,13
4,ham,pork,white bread,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,whole milk,curd,hard cheese,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,soda,chocolate,specialty bar,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,organic sausage,mustard,ready soups,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
10,citrus fruit,tropical fruit,whole milk,curd,dessert,mayonnaise,domestic eggs,margarine,sugar,potted plants,,,,,,,,,,,,,,,,,,,,,,,True,0,10
4,frankfurter,chicken,citrus fruit,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,pork,other vegetables,whole milk,brown bread,pastry,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,yogurt,rolls/buns,dog food,bottled water,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,butter,hard cheese,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,rolls/buns,house keeping products,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,beef,packaged fruit/vegetables,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
7,meat,beef,other vegetables,butter,frozen fish,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
2,semi-finished bread,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,whole milk,curd,yogurt,soft cheese,detergent,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
4,chicken,beef,rolls/buns,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,meat,pork,other vegetables,brown bread,syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,pastry,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,beverages,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,other vegetables,whole milk,rice,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
16,frankfurter,citrus fruit,pip fruit,dessert,butter milk,frozen vegetables,frozen meals,domestic eggs,white bread,brown bread,pastry,soda,salty snack,long life bakery product,napkins,shopping bags,,,,,,,,,,,,,,,,,True,0,16
7,pastry,canned beer,salty snack,long life bakery product,specialty chocolate,candy,candles,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
8,sausage,beef,whipped/sour cream,rolls/buns,salt,instant food products,soda,softener,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
12,citrus fruit,rolls/buns,flour,margarine,sugar,mustard,cat food,soda,bottled beer,nut snack,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,True,0,12
3,whole milk,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,pastry,coffee,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,chicken,beef,flour,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,whole milk,brown bread,jam,newspapers,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,pip fruit,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,citrus fruit,other vegetables,domestic eggs,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,frozen meals,canned beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
20,sausage,pork,hamburger meat,tropical fruit,pip fruit,whole milk,yogurt,sliced cheese,frozen vegetables,white bread,dog food,coffee,bottled water,fruit/vegetable juice,long life bakery product,specialty chocolate,specialty bar,chocolate marshmallow,hygiene articles,potted plants,,,,,,,,,,,,,True,0,20
3,frozen meals,cat food,hair spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
10,finished products,pork,grapes,other vegetables,hard cheese,bottled water,salty snack,popcorn,waffles,cleaner,,,,,,,,,,,,,,,,,,,,,,,True,0,10
3,ice cream,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,processed cheese,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
16,beef,tropical fruit,root vegetables,other vegetables,yogurt,condensed milk,sliced cheese,specialty cheese,mayonnaise,cat food,liquor,salty snack,nut snack,napkins,dishes,shopping bags,,,,,,,,,,,,,,,,,True,0,16
2,grapes,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,pip fruit,whole milk,dessert,margarine,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
11,pork,onions,whole milk,butter,curd,bottled water,soda,misc. beverages,popcorn,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,True,0,11
